id,年度,年級,課次,生字,生字注音,部首,部首注音,總筆畫,部首外筆畫,字義教學,造詞,例句,延伸詞語解釋,成語教學,字形辨別,字音辨別,教學圖卡
897,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
796.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
898,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
797.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
899,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
798.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
900,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
799.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
901,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
800.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
902,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
801.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
903,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
802.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
904,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
803.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
905,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
804.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
906,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
805.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
907,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
806.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
908,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
807.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
909,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
808.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
910,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
809.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
911,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
810.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
912,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
811.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
913,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
812.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
914,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
813.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
915,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
814.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
916,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
815.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
917,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
816.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
918,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
817.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
919,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
818.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
920,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
819.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
921,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
820.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
922,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
821.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
923,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
822.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
924,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
823.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
925,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
824.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
926,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
825.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
927,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
826.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
928,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
827.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
929,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
828.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
930,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
829.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
931,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
830.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
932,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
831.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
933,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
832.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
934,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
833.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
935,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
834.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
936,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
835.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
937,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
836.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
938,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
837.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
939,103,4,第七課  收藏秋天,眨,眨,目,目,10,5,眼瞼一開一閉。如：眨眼,眨眨眼,"解釋
眼睛一張一合。
例句
寵物店的小貓對我眨眨眼，好像要我帶牠回家。","1.一眨眼
解釋
眼皮一開一合。比喻時間很短。
838.殺人不眨眼
解釋
形容人非常狠毒殘忍。",不製作,"眨（目）：眨眼
貶（貝）：貶值、貶低",不製作,不製作
