編號,年度,年級,課次,生字,生字注音,部首,部首注音,總筆畫,部首外筆畫,字義教學,造詞教學-造詞,造詞教學1,造詞教學2,成語教學,字形辨別,字音辨別,教學圖卡
2400,103,4,第五課  老榕樹下讀報紙,挑,挑,手,手,9,6,"1.引動、舉起。如：挑眉立目、挑起簾子
2.用長形或尖形器具撥弄。如：挑火、挑刺、挑燈夜讀
3.一種刺繡針法。用針挑起經線或緯線，將線從下穿過。如：挑花
4.搬弄、煽動。如：挑撥、挑戰
5.引誘、逗弄。如：挑逗、挑弄
15.國字筆畫名稱。如：豎挑",挑戰,"解釋
向人故意製造爭端，激起競爭。
例句
雖然今天遭遇了挫折，但他仍打起精神，接受明天的挑戰。","1.挑撥
解釋
搬弄是非。
11.挑明
解釋
將意思表達清楚，使對方明瞭。","挑燈夜戰
解釋
熬夜做事。
造句
為了考上理想的學校，哥哥最近常常挑燈夜戰。","挑（?）：挑戰、挑撥
桃（木）：桃花、桃李
逃（?）：逃跑、脫逃
","挑：挑戰
挑：挑選",不製作
2401,103,4,第五課  老榕樹下讀報紙,嘗,嘗,口,口,14,11,"1.辨別滋味。通「嚐」。如：品嘗
2.經歷。如：備嘗艱辛、飽嘗戰禍
3.曾經。如：未嘗、何嘗
13.試探、試驗。如：嘗試",嘗試,"解釋
試一試、試驗。
例句
從今天開始，媽媽嘗試自己開車去上班。","1.品嘗
解釋
古代帝王進食前，先由人試嘗食物；也就是「品品必嘗而後進」的意思。後來引申為仔細品味。
11.未嘗
解釋
不曾。","臥薪嘗膽
解釋
越王句踐戰敗後以柴草臥鋪，並經常舔嘗苦膽，以時時警惕自己不忘所受苦難的故事。後用以比喻刻苦自勵。
造句
雖然經商失敗，但他臥薪嘗膽，希望能東山再起。",不製作,不製作,不製作
2402,103,4,第六課  特別的滋味,滋,滋,水,水,12,9,"1.生長、繁殖。如：五穀不滋
2.引發、惹起。如：滋生事端
3.潤澤、溼潤。如：滋潤、滋補、滋養
13.味道、美味。如：餘滋、含甘吮滋",滋味,"解釋
泛指食物酸、甜、苦、辣、鹹等味道。
例句
這家餐廳道地義大利麵的滋味，我一直忘不了。","1.滋生
解釋
繁殖、生長。
11.滋潤
解釋
浸潤、潤澤。","個中滋味
其中的體驗與感受。
造句
為人父母的喜悅與責任，若非親身感受，很難了解個中滋味。",不製作,不製作,不製作
2403,103,4,第六課  特別的滋味,餓,餓,食,食,15,7,肚子空，想進食的感覺。與「飽」相對。如：飢餓、挨餓、餓肚,餓,"解釋
肚子空，想進食的感覺。與「飽」相對。
例句
這個星期天，我們全家一起參加「飢餓三十」的活動。","1.飢餓
解釋
腹空急欲得食的感覺。
11.挨餓
解釋
忍受飢餓。","餓虎撲羊
解釋
形容動作迅速且凶猛的樣子。
造句
南京城破，入城的日本暴軍，以餓虎撲羊之勢殘殺百姓。","餓（我）：餓死、飢餓
飽（包）：吃飽、飽和
館（官）：圖書館",不製作,不製作
2404,103,4,第六課  特別的滋味,床,床,?,演,7,4,"1.供坐臥、睡覺的家具。如：胡床、木床、行軍床
2.安放器物的架子。如：琴床、筆床、墨床
3.像床的東西。如：河床、花床、冰床
13.量詞。計算被褥、毛毯等的單位。如：一床棉被",床上,"解釋
床的上面。
例句
這隻小貓躺在床上一動也不動，好像睡著了。","1.起床
解釋
離開床鋪。一般指睡醒後下床。
11.床單
解釋
鋪在床墊上的布。","疊床架屋
解釋
比喻重複累贅。貶義。
造句
他這篇讀書報告條理順暢，不會給人疊床架屋之感。",不製作,不製作,不製作
2405,103,4,第六課  特別的滋味,廚,廚,?,演,15,12,烹調食物的地方。如：廚房、庖廚,廚房,"解釋
烹調食物的地方。
例句
媽媽一進廚房就忙個不停。","1.廚師
解釋
掌理廚房烹飪事務的師傅。
11.廚具
解釋
烹調食物的用具。",不製作,不製作,不製作,是
2406,103,4,第六課  特別的滋味,丁,丁,一,一,2,1,"1.天干的第四位。如：丁亥
2.排列次序的等第。在甲、乙、丙之後，表示第四級，或較差的等級。如：甲乙丙丁
3.成年男子。如：壯丁、男丁、單丁
4.人、人口。如：人丁單薄
5.從事某些勞動職業的人。如：園丁、家丁
15.方形的小型塊狀物。如：雞丁、肉丁",丙,"解釋
方形的小型塊狀物。
例句
宮保雞丁這道菜是爸爸的最愛。","1.布丁
解釋
一種用麵粉、奶油、雞蛋、糖等蒸製而成的點心。
11.壯丁
解釋
年齡已達可服差役的男子。或泛指年輕力壯的男子。","目不識丁
解釋
比喻不識字或毫無學問。
造句
自從義務教育實施以來，已經少有目不識丁的孩子。",不製作,不製作,不製作
2407,103,4,第六課  特別的滋味,鍋,鍋,金,金,17,9,烹煮食物的器具。如：砂鍋、快鍋、飯鍋,鍋鏟,"解釋
烹飪時用以翻動、攪拌菜餚的鏟子。
例句
阿姨喜歡用木頭製作的鍋鏟來炒菜。","1.電鍋
解釋
運用電熱方式烹煮食物的家電用品。具有自動烹煮及保溫的功能。
11.火鍋
解釋
一種鍋與爐合為一體的烹飪器具。","打破砂鍋問到底
解解
比喻對事情追根究柢。
造句
他對任何事物都很好奇，總是喜歡打破砂鍋問到底。","鍋（金）：火鍋、鍋鏟
過（?）：經過、過失
渦（?）：漩渦、渦輪
",不製作,是
2408,103,4,第六課  特別的滋味,鏟,鏟,金,金,19,11,"1.一種帶把可用以削、挖的金屬器具。如：鍋鏟、煤鏟、土鏟
11.用鏟子或圓鍬等去削平或撮取。如：鏟除、鏟平、鏟土",鍋鏟,"解釋
烹飪時用以翻動、攪拌菜餚的鏟子。
例句
阿姨喜歡用木頭製作的鍋鏟來炒菜。","1.鏟子
解釋
供鏟除與撮取用的鐵器。
11.鏟除
解釋
除去、清除。",不製作,不製作,不製作,是
2409,103,4,第六課  特別的滋味,燒,燒,火,火,16,12,"1.使東西著火。如：燃燒、焚燒、燒香拜佛
2.加熱使物體發生變化。如：燒飯、燒水、燒磚
3.人因病而體溫升高。如：發燒
4.先用油炸，再加湯汁來炒或煮。如：燒茄子、紅燒鯉魚
5.烤。如：叉燒
15.熱烤的。如：燒餅、燒雞、燒鴨",燒焦,"解釋
因加熱過度而碳化或枯乾。
例句
爐子裡的地瓜因為烤得太久而燒焦了。","1.發燒
解釋
因病毒、細菌感染或其他傷害，引起體溫調節中樞的異常，而使體內溫度失去平衡，呈現高於常溫的狀態。
11.燒水
解釋
將水加熱。","怒火中燒
解釋
火焰般的怒氣在心中燃起。形容非常憤怒。
造句
當喪權辱國的條款簽訂後，國人皆怒火中燒、義憤填膺。","燒（火）： 燃燒、紅燒
澆（?）： 澆水、澆灌
饒（?）： 豐饒、求饒
撓（?）： 阻撓、撓亂
繞（?）： 環繞、繚繞",不製作,不製作
2410,103,4,第六課  特別的滋味,焦,焦,火,火,12,8,"1.物體經火燒而失去水分，以致顏色黃黑，並發生乾枯、脆硬等現象。如：這場大火將樹木都燒焦了
2.乾燥。如：脣焦口燥
3.煩惱、著急。如：心焦
13.姓。如：焦先生",燒焦,"解釋
因加熱過度而碳化或枯乾。
例句
爐子裡的地瓜因為烤得太久而燒焦了。","1.焦黑
解釋
因燒烤或受化學物質侵蝕而呈現黑色。
11.心焦
解釋
心中焦慮急躁。","焦 孟不離
解釋
焦，焦贊。孟，孟良。相傳焦贊與孟良二人交情很好，幾乎天天處在一起。後用「焦 孟不離」比喻感情深厚，形影不離。
造句
他們是焦 孟不離，只要看見其中一個，另一個也就在附近。",不製作,不製作,不製作
2411,103,4,第六課  特別的滋味,炒,炒,火,火,8,4,"1.置少量的油於鍋內加熱後，放入食物並不斷翻攪的烹飪方法。如：炒飯、炒三鮮、炒肉絲
11.刻意的運用一些手段、方法來達成某種效果。如：炒地皮、炒股票、炒新聞",炒,"解釋
置少量的油於鍋內加熱後，放入食物並不斷翻攪的烹飪方法。
例句
她靠著一道蝦仁炒蛋，拿到美食比賽冠軍。","1.炒菜
解釋
烹調食物。
11.炒飯
解釋
置少量的油於鍋內加熱後，放入食物並不斷翻攪的烹飪方法。",不製作,"炒（火）：快炒、炒作
沙（?）：沙子、沙拉
妙（女）：巧妙、奇妙",不製作,是
2412,103,4,第六課  特別的滋味,拌,拌,手,手,8,5,"1.攪動使調和。如：拌勻、拌菜、攪拌
11.爭吵、鬥嘴。如：拌嘴",拌炒,"解釋
翻攪食物使其調和。
例句
客家小炒要好吃，廚師拌炒的工夫一定要很厲害。","1.涼拌
解釋
用冷食菜餚加料拌和的調理方式。
11.拌勻
解釋
攪拌均勻。",不製作,"拌（?）： 拌勻、涼拌
伴（?）： 作伴、伴隨",不製作,是
2413,103,4,第六課  特別的滋味,撒,撒,手,手,15,12,"1.散布、分散。如：撒種、撒胡椒粉
11.將東西散落或傾倒出來。如：他一不小心就把手上的東西撒了一地。",撒,"解釋
放開、鬆開。
例句
大家在紅毯上撒上花瓣，迎接新人進場。","1.撒落
解釋
將東西散落。
11.撒手
解釋
鬆手、放開。","撒手人寰
解釋
比喻人去世。
造句
他因腦溢血而撒手人寰，留下兩個孤苦無依的小孩，急需社會善心人士救助。",不製作,不製作,不製作
2414,103,4,第六課  特別的滋味,蔥,蔥,艸,艸,15,11,"1.植物名。石蒜科蔥屬，多年生草本。葉呈管狀，中空，先端尖，有平行脈，下部白色。頂端開白色小花，集成球狀。可作為蔬菜、香辛料。蔥具有袪痰、發汗等功用，亦可用來驅蟲。如：青蔥
11.青綠色。如：蔥翠",蔥花,"解釋
切成細小的青蔥。通常用來調味。
例句
很多傳統小吃上面都會撒上蔥花，用來提味或是增加美觀。","1.蔥白
解釋
蔥近根部的莖。
11.洋蔥
解釋
植物名。百合科蔥屬，多年生草本。原產於地中海東岸、小亞細亞及伊朗等地區。",不製作,不製作,不製作,不製作
2415,103,4,第六課  特別的滋味,扒,扒,手,手,5,2,"1.用手或器物將東西聚攏或散開。如：扒土、扒草
2.抓、搔。如：扒癢
12.偷竊。如：扒竊",扒,"解釋
此處指用手或器物將東西聚攏。
例句
很多動物都會扒土把東西藏起來。","1.扒手
解釋
在人多處或公共場所偷取別人財物的小偷。
11.扒土
解釋
用手或器物將東西聚攏或散開。","吃裡扒外
解釋
吃裡，靠自己人生活；扒外，竊取家中財物給外人。比喻不忠於所屬的團體，反而幫助外人。
造句
像他這種幫助外人打擊自己，就是吃裡扒外的人。",不製作,不製作,不製作
2416,103,4,第六課  特別的滋味,逗,逗,?,綽,11,7,"1.停止不前。如：逗留
2.招惹、引弄。如：逗弄、挑逗
12.有趣、好笑。如：他裝鬼臉的模樣真逗！",逗,"解釋
招惹、引弄。
例句
小丑精彩的雜耍表演，逗觀眾哈哈大笑。","1.逗笑
解釋
引人發笑。
11.逗號
解釋
一種標點符號。用來分開句內各語或表示語氣的停頓，其符號為「，」。",不製作,不製作,不製作,不製作
2417,103,4,第七課  收藏秋天,躲,躲,身,身,13,6,"1.隱藏、藏身。如：躲藏、躲貓貓
11.避開。如：躲雨、躲避",躲,"解釋
隱藏、藏身。
例句
一到白天，蝙蝠就會成群的躲回山洞裡。","1.閃躲
解釋
避開、躲避。
11.躲不掉
解釋
無法隱藏、躲避。","明槍易躲，暗箭難防
解釋
比喻公開的攻擊容易對付，而暗中的攻擊比較難以提防。
造句
「明槍易躲，暗箭難防」，要小心注意別人暗地裡的惡意攻擊或陷害。",不製作,不製作,不製作
2418,103,4,第七課  收藏秋天,奧,奧,大,大,13,10,"1.幽深、神祕。如：深奧
11.奧地利的簡稱。如：他赴奧深造",奧萬大,"解釋
位於南投縣 仁愛鄉，是一處森林遊樂區。
例句
每到秋天，就會有大批遊客到奧萬大賞楓。","1.奧妙
解釋
深奧奇妙。
11.深奧
解釋
艱深。","一窺堂奧
解釋
探看其中的奧妙。
造句
藉著這次恐龍博物館的參觀，我終於可以一窺堂奧了。","奧：奧萬大、深奧
澳（?）：澳洲、澳大利
懊（?）：懊悔、懊惱
襖（?）：棉襖、皮襖",不製作,不製作
2419,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
2420,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
2421,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
11.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
2422,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
13.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
11.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
2423,103,4,第七課  收藏秋天,盪,盪,皿,皿,17,12,"1.擺動、搖動。如：搖盪、飄盪
11.閒逛。如：遊盪、晃盪、閒盪",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.動盪
解釋
晃動、不穩定。
11.搖盪
解釋
搖擺晃盪。",不製作,"盪（皿）：迴盪、動盪
蕩（?）：蕩漾、坦蕩",不製作,不製作
2424,103,4,第七課  收藏秋天,梢,梢,木,木,11,7,"1.樹枝的末端。如：樹梢、柳梢
11.事物的末端。如：眉梢、髮梢、船梢",樹梢,"解釋
樹木的末端。
例句
有隻小鳥停在樹梢上，觀察獵物的動靜。","1.末梢
解釋
事物的最後部分。
11.盯梢
解釋
暗地跟蹤，偵察其行動。","喜上眉梢
解釋
喜悅之情流露於眉宇之間。
造句
看著子女成家立業，他不禁喜上眉梢。","梢（木）：樹梢、眉梢
悄（?）：悄悄的來
稍（禾）：稍微、稍息
銷（金）：推銷、開銷
消（?）：消除、消失
捎（?）：捎信、捎來",不製作,是
